crop,region,season,crop_variety,growth_stage,application_time,soil_type,soil_ph,organic_matter,fertility_index,soil_moisture,drainage,rainfall_mm,temperature,humidity,sunshine_hours,nitrogen,phosphorus,potassium,fertilizer_type,application_method,planting_density,irrigation,previous_crop,pest_pressure,disease_risk,farmer_experience_years,farm_size_hectares,fertilizer_cost,yield_ton_per_ha,revenue,labour_cost,transport_cost,total_cost,profit,environmental_score,sustainability
Soybean,Central,Major,Anidaso,Vegetative,Morning,Sandy Loam,6.1,2.83,47,58,Moderate,1433,24.4,58,6.2,56,84,52,NPK 15-15-15,Band Placement,26206,None,Pepper,High,High,2,5.63,1152,2.0,10000.0,827,366,2345,7655.0,90.8,Excellent
Tomato,Ahafo,Major,Pectomech,Planting,Evening,Clay Loam,7.4,3.82,90,36,Moderate,1322,23.5,60,7.7,154,79,136,NPK 15-15-15,Broadcast,19980,Sprinkler,Maize,High,Low,14,9.75,2214,22.84,57100.0,607,292,3113,53987.0,96.18,Excellent
Groundnut,Volta,Minor,Yenyawoso,Vegetative,Afternoon,Clay,6.11,2.39,76,73,Low,1228,28.8,87,7.1,0,84,66,Ammonium Sulphate,Band Placement,25722,Drip,Pepper,Medium,High,2,4.68,900,1.55,6510.0,1188,430,2518,3992.0,87.34,Good
Groundnut,Eastern,Minor,Yenyawoso,Flowering,Morning,Loam,6.11,4.55,85,74,Moderate,1490,24.3,74,7.6,21,52,73,NPK 15-15-15,Broadcast,31917,Flood,Cocoa,High,Low,30,12.3,876,2.54,10668.0,696,387,1959,8709.0,93.38,Excellent
Onion,Central,Major,Red Creole,Vegetative,Morning,Sandy,5.37,2.41,81,70,High,1697,23.2,66,7.4,139,67,82,NPK 15-15-15,Side Dressing,25270,Drip,Soybean,High,Medium,16,6.55,1728,15.96,44688.0,550,463,2741,41947.0,79.8,Good
Cocoa,Western,Major,Amelonado,Vegetative,Morning,Sandy Loam,6.96,3.02,47,45,Moderate,1966,29.0,77,5.6,112,24,122,NPK 23-10-10,Broadcast,22314,Sprinkler,Plantain,Low,High,26,4.18,1548,0.83,14940.0,954,223,2725,12215.0,83.06,Good
Pepper,Greater Accra,Minor,Cayenne,Planting,Afternoon,Loam,6.27,3.61,96,32,Moderate,746,28.4,89,9.9,115,61,106,NPK 15-15-15,Broadcast,20396,Flood,Cassava,Low,High,8,14.37,1692,8.1,28350.0,496,368,2556,25794.0,94.6,Excellent
Pepper,North East,Major,Cayenne,Planting,Morning,Clay,5.65,3.13,68,30,Low,1060,33.7,75,9.3,118,47,110,Urea,Band Placement,23778,None,Plantain,Medium,High,23,6.57,1650,8.0,28000.0,1137,152,2939,25061.0,92.78,Excellent
Maize,Bono East,Major,Obatanpa,Planting,Morning,Clay Loam,6.8,3.91,54,32,Moderate,1248,24.6,89,7.6,126,70,44,NPK 23-10-10,Band Placement,29595,Sprinkler,Groundnut,Low,Low,7,5.3,1440,3.5,11200.0,716,525,2681,8519.0,96.0,Excellent
Pepper,Ahafo,Major,Bird Eye,Fruiting,Evening,Clay Loam,7.4,3.41,99,28,Moderate,1375,27.6,81,8.9,107,48,87,NPK 15-15-15,Side Dressing,24025,Drip,Soybean,Medium,Medium,22,13.51,1452,13.69,47915.0,820,239,2511,45404.0,86.88,Good
Plantain,Ahafo,Minor,Apantu,Planting,Afternoon,Clay Loam,7.31,3.4,95,27,Moderate,1376,27.4,91,6.7,190,65,258,NPK 23-10-10,Band Placement,27530,None,Pepper,High,High,16,2.56,3078,17.33,22529.0,905,408,4391,18138.0,91.26,Excellent
Cassava,Volta,Minor,Afisiafi,Flowering,Morning,Clay,5.89,2.93,94,79,Low,1317,24.2,66,9.9,82,52,55,Ammonium Sulphate,Side Dressing,22406,None,Onion,High,Low,9,7.4,1134,14.16,12744.0,751,213,2098,10646.0,91.42,Excellent
Plantain,Bono,Major,Oniaba,Harvest,Afternoon,Sandy,6.29,1.54,59,20,High,1350,25.4,74,8.6,224,86,263,NPK 15-15-15,Side Dressing,22605,None,Plantain,Medium,Medium,25,6.89,3438,12.0,15600.0,988,403,4829,10771.0,92.46,Excellent
Rice,Ahafo,Major,NERICA,Harvest,Afternoon,Clay Loam,6.51,4.77,53,22,Moderate,1200,27.4,76,5.5,96,53,67,Ammonium Sulphate,Broadcast,31518,Drip,Plantain,Medium,Medium,23,11.26,1296,2.5,11250.0,804,230,2330,8920.0,95.56,Excellent
Cassava,Savannah,Minor,Afisiafi,Harvest,Morning,Clay Loam,6.11,3.59,54,68,Moderate,1179,30.6,63,5.5,83,25,80,Ammonium Sulphate,Broadcast,22328,Drip,Tomato,High,High,25,8.01,1128,10.0,9000.0,1027,594,2749,6251.0,95.44,Excellent
Plantain,Northern,Major,Apem,Flowering,Evening,Sandy,5.49,1.49,78,59,High,902,32.3,66,6.3,188,97,260,Urea,Broadcast,18102,Sprinkler,Onion,Medium,High,2,8.47,3270,12.0,15600.0,1144,367,4781,10819.0,82.5,Good
Groundnut,Upper East,Major,Yenyawoso,Vegetative,Afternoon,Clay,6.09,2.31,66,39,Low,725,37.8,63,8.2,38,81,71,NPK 23-10-10,Band Placement,28192,Flood,Rice,Medium,Medium,23,1.57,1140,1.5,6300.0,730,197,2067,4233.0,89.26,Good
Cowpea,Western North,Minor,Asontem,Planting,Afternoon,Sandy,5.03,1.51,54,36,High,2103,25.8,77,8.3,0,57,46,Urea,Side Dressing,26022,Flood,Yam,Medium,High,5,4.89,618,1.2,5760.0,1039,501,2158,3602.0,75.78,Good
Soybean,Savannah,Minor,Anidaso,Planting,Morning,Clay,5.98,3.61,47,81,Low,935,30.5,67,7.7,65,45,62,Ammonium Sulphate,Side Dressing,27306,Flood,Yam,High,Medium,15,14.16,1032,2.0,10000.0,564,574,2170,7830.0,87.84,Good
Plantain,Bono East,Major,Apantu,Vegetative,Afternoon,Clay Loam,6.81,4.25,47,85,Moderate,1043,27.7,79,6.6,182,71,241,NPK 15-15-15,Band Placement,26470,Sprinkler,Cowpea,High,Low,25,7.01,2964,12.0,15600.0,817,542,4323,11277.0,90.96,Excellent
Groundnut,North East,Minor,Nkate SARI,Vegetative,Morning,Loam,6.09,2.52,73,26,Moderate,974,28.7,91,9.0,0,50,63,NPK 15-15-15,Broadcast,19113,Drip,Pepper,High,Low,27,10.96,678,1.5,6300.0,1111,280,2069,4231.0,90.96,Excellent
Soybean,Eastern,Major,Jenguma,Harvest,Morning,Sandy Loam,6.93,3.53,84,21,Moderate,1430,24.5,90,5.7,0,66,80,Urea,Band Placement,24112,Drip,Cocoa,Medium,High,20,10.34,876,2.0,10000.0,1034,373,2283,7717.0,90.12,Excellent
Plantain,North East,Major,Oniaba,Flowering,Afternoon,Clay Loam,6.02,4.34,87,56,Moderate,985,32.6,50,7.2,208,110,245,NPK 15-15-15,Broadcast,19056,Flood,Yam,Medium,High,6,11.21,3378,12.0,15600.0,994,394,4766,10834.0,93.26,Excellent
Tomato,Greater Accra,Minor,Power Rano,Fruiting,Afternoon,Clay,5.66,2.37,53,67,Low,759,30.8,71,6.9,114,80,121,Urea,Band Placement,24034,Flood,Tomato,High,Medium,10,10.36,1890,15.0,37500.0,569,198,2657,34843.0,93.34,Excellent
Tomato,Upper West,Minor,Roma,Planting,Afternoon,Sandy Loam,6.28,2.76,69,24,Moderate,813,28.3,85,6.2,185,82,127,NPK 23-10-10,Side Dressing,27679,None,Rice,Medium,High,16,12.19,2364,15.0,37500.0,1125,423,3912,33588.0,92.0,Excellent
Cowpea,Ahafo,Major,Asontem,Vegetative,Morning,Clay,6.7,3.24,77,37,Low,1297,29.2,61,8.4,12,55,68,Ammonium Sulphate,Band Placement,27212,Flood,Cassava,High,Low,19,7.18,810,1.86,8928.0,522,436,1768,7160.0,94.42,Excellent
Tomato,Upper East,Major,Roma,Flowering,Evening,Clay Loam,6.69,4.45,100,32,Moderate,838,30.5,83,9.3,113,101,134,NPK 23-10-10,Side Dressing,25672,None,Cassava,High,High,25,14.95,2088,17.05,42625.0,1030,524,3642,38983.0,86.2,Good
Pepper,Upper East,Major,Bird Eye,Fruiting,Morning,Sandy,5.93,2.26,64,60,High,826,32.3,88,7.4,110,67,135,NPK 23-10-10,Side Dressing,29596,Drip,Cowpea,Medium,High,30,8.55,1872,8.0,28000.0,1162,501,3535,24465.0,91.24,Excellent
Yam,Northern,Minor,Pona,Flowering,Morning,Loam,6.41,2.66,76,23,Moderate,1173,36.0,93,6.4,101,72,125,NPK 23-10-10,Side Dressing,26867,None,Yam,Low,High,6,2.0,1788,10.0,22000.0,1076,385,3249,18751.0,96.28,Excellent
Tomato,Bono East,Major,Power Rano,Harvest,Afternoon,Clay Loam,6.49,3.31,96,54,Moderate,1213,29.4,66,8.6,111,104,127,Urea,Broadcast,28979,Flood,Maize,Medium,Medium,24,12.67,2052,24.01,60025.0,1004,215,3271,56754.0,86.44,Good
Cowpea,North East,Minor,Songotra,Planting,Afternoon,Loam,6.61,3.98,81,24,Moderate,904,27.5,74,6.7,18,75,60,Ammonium Sulphate,Band Placement,29867,Drip,Groundnut,Low,Medium,27,11.93,918,1.45,6960.0,972,352,2242,4718.0,92.54,Excellent
Maize,Bono,Minor,Obatanpa,Fruiting,Afternoon,Sandy Loam,6.48,2.9,52,52,Moderate,1246,24.2,86,7.4,134,67,64,NPK 23-10-10,Broadcast,21417,Sprinkler,Maize,Medium,Low,9,10.54,1590,3.5,11200.0,674,487,2751,8449.0,91.62,Excellent
Cowpea,Upper East,Major,Asontem,Harvest,Morning,Clay Loam,6.51,4.5,59,59,Moderate,864,35.4,64,6.3,56,61,69,Ammonium Sulphate,Band Placement,26324,Sprinkler,Maize,Low,Medium,25,1.59,1116,1.2,5760.0,458,479,2053,3707.0,87.88,Good
Cocoa,Bono East,Major,Amelonado,Fruiting,Afternoon,Sandy,6.25,1.55,51,27,High,1183,32.4,71,7.7,105,30,128,Urea,Band Placement,22709,Flood,Onion,High,Medium,21,11.71,1578,0.6,10800.0,558,327,2463,8337.0,92.56,Excellent
Cassava,Ahafo,Major,Afisiafi,Vegetative,Morning,Sandy,5.57,1.56,59,65,High,1361,23.1,71,5.9,130,31,79,NPK 23-10-10,Broadcast,21416,Drip,Rice,High,High,30,0.65,1440,10.0,9000.0,799,354,2593,6407.0,90.64,Excellent
Soybean,Upper East,Minor,Anidaso,Fruiting,Afternoon,Sandy,6.2,2.08,54,65,High,994,33.9,95,7.9,5,87,35,Urea,Band Placement,21790,Drip,Onion,Medium,High,22,12.67,762,2.0,10000.0,651,245,1658,8342.0,87.26,Good
Onion,Upper East,Minor,Texas Grano,Planting,Morning,Clay,6.23,2.27,71,36,Low,741,28.1,88,7.7,110,39,107,NPK 15-15-15,Side Dressing,27092,Flood,Soybean,Low,Low,3,2.4,1536,12.0,33600.0,1069,175,2780,30820.0,92.32,Excellent
Plantain,Western,Minor,Apantu,Vegetative,Morning,Clay Loam,6.86,3.11,86,78,Moderate,1820,27.9,91,6.4,239,96,253,Urea,Band Placement,29236,Flood,Cocoa,Low,High,14,2.15,3528,19.41,25233.0,522,358,4408,20825.0,83.12,Good
Cowpea,North East,Major,Asontem,Fruiting,Afternoon,Sandy Loam,6.55,3.19,81,77,Moderate,994,33.8,86,6.7,0,38,32,Ammonium Sulphate,Side Dressing,23722,Drip,Groundnut,Low,High,5,13.11,420,1.2,5760.0,697,314,1431,4329.0,90.32,Excellent
Cowpea,Greater Accra,Minor,Songotra,Flowering,Afternoon,Clay Loam,6.6,4.07,69,84,Moderate,747,30.1,88,6.9,37,69,51,Urea,Side Dressing,24652,Sprinkler,Onion,High,Medium,14,10.14,942,1.2,5760.0,1109,419,2470,3290.0,92.78,Excellent
Rice,Bono,Minor,AGRA Rice,Planting,Morning,Loam,7.13,4.53,80,67,Moderate,1180,30.2,85,8.9,91,47,27,NPK 15-15-15,Side Dressing,23246,Sprinkler,Pepper,High,Medium,25,12.93,990,2.5,11250.0,629,298,1917,9333.0,93.58,Excellent
Rice,Oti,Minor,AGRA Rice,Planting,Evening,Loam,7.03,2.95,47,44,Moderate,1652,26.5,90,7.0,105,72,59,Ammonium Sulphate,Side Dressing,24800,None,Plantain,Medium,Low,2,10.24,1416,2.54,11430.0,706,538,2660,8770.0,92.64,Excellent
Groundnut,Central,Major,Nkate SARI,Harvest,Evening,Loam,6.51,3.09,57,75,Moderate,1669,23.9,90,9.9,9,74,40,Ammonium Sulphate,Band Placement,26777,None,Pepper,Low,Medium,8,5.97,738,1.54,6468.0,490,414,1642,4826.0,92.24,Excellent
Yam,Bono East,Major,Pona,Planting,Morning,Clay Loam,6.78,5.27,74,72,Moderate,1171,30.5,86,7.5,83,83,133,Ammonium Sulphate,Side Dressing,18293,Flood,Cowpea,Medium,High,15,9.84,1794,11.36,24992.0,478,551,2823,22169.0,89.54,Good
Cowpea,Savannah,Minor,Asontem,Fruiting,Morning,Clay,6.28,3.34,97,53,Low,972,35.3,57,5.9,40,55,22,Ammonium Sulphate,Side Dressing,28340,Drip,Groundnut,Medium,Medium,19,7.32,702,1.2,5760.0,918,274,1894,3866.0,92.26,Excellent
Tomato,Upper West,Major,Pectomech,Harvest,Afternoon,Loam,6.33,3.22,61,34,Moderate,804,28.0,48,6.6,177,91,99,NPK 15-15-15,Band Placement,26915,Drip,Tomato,High,Medium,2,13.77,2202,15.0,37500.0,1100,457,3759,33741.0,88.94,Good
Tomato,Savannah,Minor,Pectomech,Planting,Afternoon,Loam,6.87,4.12,83,85,Moderate,936,38.0,57,8.9,144,91,104,Urea,Broadcast,20543,None,Maize,Medium,High,1,7.06,2034,15.0,37500.0,608,236,2878,34622.0,93.62,Excellent
Maize,Upper West,Minor,Omankwa,Planting,Evening,Clay Loam,7.47,5.42,86,80,Moderate,816,30.5,46,6.8,136,68,63,Urea,Side Dressing,30616,Flood,Onion,Low,Low,9,6.12,1602,3.5,11200.0,867,494,2963,8237.0,91.22,Excellent
Groundnut,Oti,Minor,Nkate SARI,Harvest,Evening,Sandy Loam,6.69,3.99,81,37,Moderate,1558,23.1,87,7.6,0,77,68,Ammonium Sulphate,Broadcast,18314,Sprinkler,Groundnut,Medium,Medium,15,4.75,870,1.8,7560.0,409,477,1756,5804.0,88.52,Good
Tomato,Savannah,Minor,Pectomech,Fruiting,Morning,Clay,6.9,2.55,97,35,Low,1133,29.4,73,9.6,133,57,98,NPK 23-10-10,Broadcast,18933,Sprinkler,Pepper,Medium,Medium,17,9.37,1728,18.28,45700.0,577,421,2726,42974.0,87.92,Good
Cowpea,Greater Accra,Major,Asontem,Flowering,Afternoon,Loam,7.16,3.3,87,79,Moderate,775,31.9,52,7.2,4,57,20,NPK 15-15-15,Broadcast,24125,Drip,Soybean,High,Low,2,6.43,486,1.2,5760.0,1072,157,1715,4045.0,92.18,Excellent
Pepper,Upper East,Major,Legon 18,Planting,Morning,Sandy,5.51,2.02,52,29,High,852,39.6,60,6.8,165,50,100,Ammonium Sulphate,Broadcast,26308,None,Cocoa,Low,Medium,5,7.39,1890,8.0,28000.0,420,195,2505,25495.0,87.5,Good
Soybean,Western,Major,Anidaso,Harvest,Evening,Loam,6.04,3.4,54,58,Moderate,1765,23.0,68,8.7,0,66,75,Urea,Broadcast,22660,Flood,Tomato,Medium,Low,29,1.59,846,2.0,10000.0,846,161,1853,8147.0,91.02,Excellent
Tomato,Volta,Minor,Roma,Harvest,Morning,Sandy,5.51,1.03,58,42,High,1261,24.0,90,5.1,136,78,140,Ammonium Sulphate,Broadcast,21183,Sprinkler,Soybean,High,Low,12,5.35,2124,15.0,37500.0,925,439,3488,34012.0,93.44,Excellent
Cowpea,North East,Major,Songotra,Vegetative,Morning,Sandy Loam,6.11,3.34,66,29,Moderate,1041,32.1,93,9.7,8,59,28,NPK 15-15-15,Broadcast,30541,None,Tomato,High,Medium,8,11.03,570,1.2,5760.0,1092,591,2253,3507.0,93.9,Excellent
Pepper,Upper West,Minor,Cayenne,Vegetative,Morning,Loam,6.73,4.89,58,52,Moderate,886,35.3,46,7.7,156,54,132,Urea,Broadcast,22825,None,Yam,Medium,High,12,12.0,2052,8.0,28000.0,927,278,3257,24743.0,87.84,Good
Pepper,Upper West,Major,Legon 18,Planting,Evening,Loam,6.24,4.94,59,35,Moderate,873,37.7,87,8.9,92,48,133,NPK 23-10-10,Band Placement,31265,Flood,Yam,High,Low,16,14.86,1638,8.0,28000.0,549,298,2485,25515.0,84.18,Good
Plantain,Greater Accra,Major,Apantu,Vegetative,Evening,Loam,6.19,4.61,62,48,Moderate,751,28.5,64,7.9,211,95,265,NPK 23-10-10,Side Dressing,31827,Sprinkler,Cowpea,Medium,High,23,10.47,3426,12.0,15600.0,1042,234,4702,10898.0,94.22,Excellent
Onion,Oti,Major,Red Creole,Fruiting,Afternoon,Loam,6.15,2.5,99,47,Moderate,1619,24.2,78,5.5,83,75,114,Urea,Side Dressing,28335,Flood,Maize,High,High,30,3.14,1632,22.95,64260.0,939,235,2806,61454.0,87.52,Good
Maize,Bono,Minor,Omankwa,Vegetative,Morning,Loam,6.63,4.74,77,67,Moderate,1173,26.4,46,9.1,132,50,62,Ammonium Sulphate,Band Placement,21860,None,Maize,High,High,24,7.29,1464,4.0,12800.0,879,266,2609,10191.0,91.68,Excellent
Pepper,Central,Major,Cayenne,Planting,Morning,Sandy,5.5,2.48,63,46,High,1482,29.9,54,9.6,106,78,91,NPK 23-10-10,Broadcast,31717,None,Yam,Medium,Low,15,2.38,1650,8.48,29680.0,603,443,2696,26984.0,90.5,Excellent
Onion,North East,Major,Red Creole,Fruiting,Evening,Sandy Loam,6.51,2.16,73,71,Moderate,962,37.4,51,5.9,122,47,80,Ammonium Sulphate,Band Placement,28508,Drip,Rice,Low,Medium,7,2.52,1494,12.0,33600.0,1124,213,2831,30769.0,93.18,Excellent
Plantain,Northern,Minor,Apem,Harvest,Afternoon,Sandy Loam,6.0,3.11,87,82,Moderate,1190,31.1,47,9.4,231,85,228,Urea,Band Placement,26267,None,Groundnut,High,Low,2,8.73,3264,12.84,16692.0,794,273,4331,12361.0,89.36,Good
Plantain,Oti,Major,Apantu,Fruiting,Evening,Sandy,6.38,2.31,94,50,High,1629,26.2,94,8.2,237,81,272,NPK 15-15-15,Broadcast,27681,None,Soybean,High,Low,11,11.0,3540,16.73,21749.0,677,407,4624,17125.0,87.4,Good
Tomato,Bono East,Minor,Roma,Harvest,Morning,Sandy,5.42,1.03,98,58,High,1154,32.9,58,9.1,126,79,126,NPK 15-15-15,Band Placement,29029,None,Pepper,High,Low,2,2.6,1986,17.28,43200.0,1037,482,3505,39695.0,82.38,Good
Soybean,Greater Accra,Minor,Jenguma,Vegetative,Morning,Sandy Loam,6.75,2.86,82,70,Moderate,879,32.7,94,9.1,30,56,65,NPK 23-10-10,Side Dressing,26278,Sprinkler,Rice,High,Low,18,12.24,906,2.0,10000.0,1112,494,2512,7488.0,96.02,Excellent
Onion,Upper West,Minor,Red Creole,Flowering,Evening,Clay Loam,7.02,3.53,88,63,Moderate,839,31.8,82,6.1,114,41,75,NPK 15-15-15,Side Dressing,19481,Sprinkler,Groundnut,High,High,25,7.33,1380,12.0,33600.0,599,246,2225,31375.0,92.4,Excellent
Groundnut,Western,Minor,Yenyawoso,Flowering,Morning,Clay Loam,7.28,4.57,78,68,Moderate,1762,26.3,49,6.7,51,48,31,NPK 23-10-10,Broadcast,29667,Drip,Onion,High,Low,19,14.86,780,2.35,9870.0,624,263,1667,8203.0,89.26,Good
Groundnut,North East,Major,Yenyawoso,Fruiting,Afternoon,Clay Loam,7.02,3.95,47,56,Moderate,999,35.3,45,6.1,60,56,42,NPK 23-10-10,Side Dressing,29377,Flood,Pepper,Low,Medium,30,3.67,948,1.5,6300.0,449,491,1888,4412.0,91.38,Excellent
Cassava,North East,Minor,Bankye Hemaa,Harvest,Evening,Sandy Loam,6.97,3.58,67,71,Moderate,979,32.3,93,7.8,111,28,83,NPK 23-10-10,Side Dressing,25226,Sprinkler,Tomato,Medium,High,4,10.38,1332,10.0,9000.0,1134,496,2962,6038.0,93.04,Excellent
Yam,Ashanti,Major,Pona,Planting,Afternoon,Sandy Loam,6.62,2.62,77,32,Moderate,1340,22.0,64,5.1,95,73,99,NPK 23-10-10,Band Placement,27655,Drip,Cocoa,Medium,Medium,13,13.31,1602,10.65,23430.0,777,560,2939,20491.0,92.46,Excellent
Rice,Oti,Major,Jasmine,Fruiting,Evening,Loam,6.21,2.64,94,35,Moderate,1432,25.9,58,8.2,75,40,42,NPK 23-10-10,Band Placement,25893,Sprinkler,Groundnut,Low,Medium,12,7.42,942,3.49,15705.0,538,248,1728,13977.0,91.86,Excellent
Tomato,Upper East,Minor,Roma,Fruiting,Afternoon,Sandy,6.01,1.01,74,47,High,811,28.2,47,7.1,119,101,112,Ammonium Sulphate,Band Placement,25214,Sprinkler,Pepper,High,High,6,12.51,1992,15.0,37500.0,938,240,3170,34330.0,88.36,Good
Soybean,Upper East,Major,Anidaso,Harvest,Evening,Sandy,6.26,1.88,89,43,High,933,34.9,63,7.0,1,58,39,Ammonium Sulphate,Side Dressing,31568,Sprinkler,Tomato,High,Low,4,6.84,588,2.0,10000.0,624,507,1719,8281.0,88.36,Good
Onion,Ashanti,Minor,Red Creole,Flowering,Morning,Clay Loam,7.22,4.34,89,69,Moderate,1482,30.8,48,6.3,79,45,98,NPK 23-10-10,Side Dressing,27002,None,Cowpea,Medium,High,23,11.51,1332,17.91,50148.0,961,269,2562,47586.0,89.68,Good
Pepper,Oti,Major,Cayenne,Vegetative,Morning,Loam,6.85,4.02,71,65,Moderate,1490,29.6,89,8.7,90,86,119,Urea,Broadcast,23491,Sprinkler,Pepper,High,High,28,5.23,1770,11.99,41965.0,967,456,3193,38772.0,87.66,Good
Soybean,Bono,Minor,Jenguma,Harvest,Evening,Clay,6.61,3.29,71,70,Low,1107,27.4,75,5.4,43,90,62,NPK 23-10-10,Side Dressing,18894,None,Maize,Medium,High,7,8.6,1170,2.0,10000.0,561,330,2061,7939.0,92.9,Excellent
Pepper,Upper West,Major,Bird Eye,Harvest,Evening,Sandy,5.94,2.19,63,39,High,1070,30.8,66,9.3,134,86,132,Urea,Band Placement,28197,Drip,Cocoa,Low,High,2,1.75,2112,8.0,28000.0,746,339,3197,24803.0,91.8,Excellent
Cocoa,Savannah,Minor,Amelonado,Harvest,Evening,Loam,6.03,4.02,81,83,Moderate,1109,32.9,64,6.3,52,45,120,NPK 23-10-10,Side Dressing,19826,Sprinkler,Soybean,High,Low,6,2.16,1302,0.77,13860.0,1061,341,2704,11156.0,93.16,Excellent
Groundnut,Upper West,Major,Yenyawoso,Vegetative,Afternoon,Clay Loam,7.04,4.75,49,70,Moderate,948,36.9,45,8.1,52,56,68,NPK 23-10-10,Side Dressing,27849,None,Plantain,Medium,Low,6,7.67,1056,1.5,6300.0,962,403,2421,3879.0,91.02,Excellent
Cocoa,Greater Accra,Major,Amazon,Planting,Afternoon,Clay,6.8,3.36,70,34,Low,752,31.2,66,6.2,117,24,98,Ammonium Sulphate,Band Placement,25288,Flood,Cowpea,Low,High,30,4.66,1434,0.6,10800.0,413,551,2398,8402.0,86.56,Good
Cocoa,Upper West,Minor,Amazon,Flowering,Afternoon,Sandy Loam,6.1,2.84,93,81,Moderate,833,35.3,80,6.2,74,43,119,NPK 23-10-10,Side Dressing,23956,None,Soybean,Medium,Low,14,10.81,1416,0.61,10980.0,646,502,2564,8416.0,96.5,Excellent
Onion,Upper East,Major,Red Creole,Fruiting,Evening,Loam,6.8,3.0,87,81,Moderate,850,38.3,69,8.7,79,76,109,Urea,Band Placement,24120,None,Cocoa,Medium,Medium,29,0.98,1584,12.0,33600.0,928,495,3007,30593.0,87.48,Good
Rice,Central,Major,AGRA Rice,Vegetative,Afternoon,Sandy Loam,5.96,3.64,68,71,Moderate,1559,26.9,55,6.7,89,74,41,NPK 23-10-10,Side Dressing,20848,None,Groundnut,Low,Medium,11,6.3,1224,2.83,12735.0,549,600,2373,10362.0,91.12,Excellent
Groundnut,Central,Minor,Nkate SARI,Fruiting,Evening,Clay Loam,7.35,5.3,53,79,Moderate,1698,28.3,53,5.9,47,67,67,Urea,Side Dressing,18994,None,Rice,Low,Medium,5,10.53,1086,2.25,9450.0,879,457,2422,7028.0,91.44,Excellent
Cassava,Eastern,Major,Afisiafi,Fruiting,Evening,Loam,6.87,4.12,52,32,Moderate,1551,29.8,74,5.6,127,27,74,NPK 15-15-15,Band Placement,29545,None,Cocoa,Medium,High,24,8.99,1368,10.28,9252.0,992,408,2768,6484.0,89.4,Good
Onion,Western North,Minor,Red Creole,Vegetative,Afternoon,Sandy,6.41,1.67,99,77,High,1801,25.4,76,6.9,73,82,91,Urea,Broadcast,26463,Flood,Onion,Medium,Medium,17,1.41,1476,19.45,54460.0,1155,183,2814,51646.0,80.32,Good
Cassava,Bono,Major,Ampong,Harvest,Evening,Clay Loam,6.78,3.96,62,22,Moderate,1360,30.1,91,7.0,69,23,98,NPK 23-10-10,Band Placement,19520,Drip,Pepper,Low,Low,2,7.75,1140,10.21,9189.0,422,193,1755,7434.0,89.24,Good
Plantain,Volta,Major,Oniaba,Planting,Morning,Sandy Loam,6.93,2.6,51,29,Moderate,1520,26.3,87,6.6,221,79,264,Urea,Broadcast,24824,Flood,Cowpea,Low,Medium,2,6.1,3384,12.0,15600.0,1106,525,5015,10585.0,91.28,Excellent
Groundnut,Western North,Major,Nkate SARI,Vegetative,Afternoon,Clay,6.56,3.95,46,60,Low,1719,22.3,79,8.9,30,85,55,Ammonium Sulphate,Side Dressing,23414,None,Yam,Low,High,15,3.2,1020,1.5,6300.0,896,150,2066,4234.0,92.7,Excellent
Cassava,Oti,Minor,Afisiafi,Flowering,Afternoon,Clay,5.72,2.58,52,72,Low,1668,24.0,80,5.4,73,22,94,NPK 23-10-10,Side Dressing,23985,Sprinkler,Cocoa,Low,Medium,13,9.45,1134,10.0,9000.0,434,247,1815,7185.0,90.46,Excellent
Cassava,Bono East,Major,Bankye Hemaa,Harvest,Evening,Clay,6.14,2.98,74,84,Low,1116,24.5,93,5.8,65,38,62,NPK 15-15-15,Broadcast,25283,None,Soybean,High,Medium,11,5.53,990,10.0,9000.0,919,437,2346,6654.0,91.82,Excellent
Rice,Oti,Major,Jasmine,Flowering,Afternoon,Clay,6.99,2.51,89,69,Low,1352,29.3,87,6.4,121,69,60,NPK 23-10-10,Broadcast,20068,Flood,Cocoa,Low,High,21,6.1,1500,3.89,17505.0,1188,542,3230,14275.0,90.24,Excellent
Plantain,Volta,Minor,Oniaba,Vegetative,Afternoon,Loam,7.03,2.54,78,42,Moderate,1259,23.2,61,5.2,224,70,273,NPK 23-10-10,Band Placement,26550,Drip,Cowpea,High,Medium,10,9.74,3402,12.13,15769.0,969,324,4695,11074.0,87.14,Good
Pepper,Northern,Major,Bird Eye,Harvest,Afternoon,Sandy,6.33,2.09,95,46,High,1027,32.1,90,5.9,104,50,124,Ammonium Sulphate,Band Placement,27013,None,Rice,Medium,Medium,19,13.06,1668,8.0,28000.0,888,583,3139,24861.0,88.4,Good
Groundnut,Volta,Major,Nkate SARI,Vegetative,Morning,Loam,6.25,3.84,51,30,Moderate,1218,29.0,51,6.0,0,77,33,Ammonium Sulphate,Broadcast,22936,Flood,Rice,Low,High,29,6.48,660,1.5,6300.0,774,446,1880,4420.0,88.7,Good
Tomato,Ashanti,Major,Power Rano,Planting,Evening,Sandy Loam,6.21,3.76,70,51,Moderate,1312,25.8,48,9.4,141,73,104,NPK 23-10-10,Side Dressing,21579,None,Yam,Low,High,21,14.37,1908,16.86,42150.0,763,163,2834,39316.0,93.96,Excellent
